분야,사업내용,사업기간,직접수행,지자체보조,민간보조,출연,위탁,융자,지방비매칭,시행주체,지방비매칭여부,사업비,단위사업명,경비내역1,경비내역1사업비,경비내역2,경비내역2사업비,경비내역3,경비내역3사업비,경비내역4,경비내역4사업비,경비내역5,경비내역5사업비,경비내역6,경비내역6사업비,경비내역7,경비내역7사업비,경비내역8,경비내역8사업비,출처파일,매칭패턴,주요부처,사업비규모,사업유형,지역관련성,민간참여도,성과계획서매칭,해당_성과계획서_파일,PDF_매칭여부,PDF_사업명,PDF_예산_억원,PDF_예산_백만원,예산_검증상태,예산_오차율,PDF_출처페이지,예산_숫자,경북관련도점수,경북관련성_최종
,항공산업의 저변 확대 및 활성화 촉진,계속사업,Y,Y,Y,Y,N,N,Y,"국가, 지자체, 민간, 한국교통공단 등",10억원,"90,319,000천원",항공산업발전지원,항공산업발전지원,"1,642,000천원",인천공항 해안경계보강사업비 대납금상환,"15,000,000천원",드론 종합 인프라 구축 및 운영,"19,477,000천원",드론 안전 및 활성화 지원,"24,731,000천원",도심항공교통산업활성화지원,"7,223,000천원",항공사고조사체,"5,212,000천원",국립항공박물관운영,"13,183,000천원",민간중소형드론개발및군실증협업사업,"4,000,000천원",2. 2026년도 세입세출예산안사업별 설명서 5권.txt,직접수행,국토교통부,대규모(1000억원 이상),지원/보조,전국단위,관민협력(3자),매칭가능,[26]2026년도 성과계획서_국토교통부.pdf,Yes,산업단지지원(일반),0.975,975,불일치,92534.87,111,90319000,41.6,C급_정책참고
,안전하고 쾌적한 환경에서 보육서비스를 제공할 수 있도록 노후 어린이집 환경개선,계속사업,N,Y,N,N,N,N,Y,지자체,84.9억원,"233,255,000천원",기타이자수입및재,어린이집 기능보강 사업(자율),"8,492,000천원",지역자율계정 세 출 합 계,"8,492,000천원",000 -,38천원,관(부문),202천원,6 예산안,202천원,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),기타,일반,공공주도,부분매칭,,No,,0.0,0,,0.0,0,233255000,40.0,C급_정책참고
,안전하고 쾌적한 환경에서 보육서비스를 제공할 수 있도록 노후 어린이집 환경개선,계속사업,N,Y,N,N,N,N,Y,지자체,84.9억원,"224,482,000천원",어린이집 기능보강 사업(자율),어린이집 기능보강 사업(자율),"8,492,000천원",지역자율계정 세 출 합 계,"8,492,000천원",000 -,38천원,관(부문),202천원,6 예산안,202천원,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),기타,일반,공공주도,부분매칭,,No,,0.0,0,,0.0,0,224482000,40.0,C급_정책참고
,전문과학관 건립 등을 통한 과학기술문화창달,계속사업,N,Y,N,Y,N,N,Y,지자체,105억원,"159,166,000천원",지역자율계정 세 출 합 계,소재분야),"6,000,000천원",항공우주분야),"4,505,000천원",관(부문),202천원,6 예산안,202천원,감 사 업 개 요 및 경 비 내 역 항(프로그램) 사업(단위사업) 지역자율계정 세 출 합 계,"158,659,000천원",000 -,165천원,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"지자체보조, 출연, 지방비매칭",지자체,대규모(1000억원 이상),기타,일반,공공주도,부분매칭,,No,,0.0,0,,0.0,0,159166000,40.0,C급_정책참고
,아시아 및 태평양지역 국가원조,계속사업,N,N,N,Y,N,N,N,한국국제협력단,,"249,882,000천원",아프리카지역 국,베트남(ODA),"50,094,000천원",인도네시아(ODA),"18,566,000천원",아프리카지역 국,"249,882,000천원",캄보디아(ODA),"24,147,000천원",필리핀(ODA),"27,632,000천원",방글라데시(ODA),"10,125,000천원",몽골(ODA),"22,519,000천원",라오스(ODA),"25,256,000천원",2. 2026년도 세입세출예산안사업별 설명서 2권.txt,출연,기타,대규모(1000억원 이상),기타,지역특화,공공주도,매칭어려움,,No,,0.0,0,,0.0,0,249882000,40.0,C급_정책참고
,중동 CIS지역 국가원조,계속사업,N,N,N,Y,N,N,N,한국국제협력단,,"289,145,000천원",글로벌 프로그램,우즈베키스탄(ODA),"20,258,000천원",중동CIS지역 일반협력 국가그룹(ODA),"53,749,000천원",키르기스스탄(ODA),"11,636,000천원",타지키스탄(ODA),"2,500,000천원",우크라이나(ODA),"5,025,000천원",글로벌 프로그램,"289,145,000천원",,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,출연,기타,대규모(1000억원 이상),기타,지역특화,공공주도,매칭어려움,,No,,0.0,0,,0.0,0,289145000,40.0,C급_정책참고
,지역사회 활성화 공간 마련 등,계속사업,N,Y,N,N,N,N,Y,지자체,17억원,"2,295,247,000천원",지역사회 활성화 기반조성,지역사회 활성화 기반조성,"1,700,000천원",지역자율계정 세 출 합 계,"281,643,000천원",000 -,74천원,관(부문),202천원,6 예산안,202천원,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,지자체보조,지자체,대규모(1000억원 이상),기타,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,2295247000,40.0,C급_정책참고
,산지 쌀유통기능 활성화 및 브랜드 지원,계속사업,Y,Y,Y,N,N,N,Y,"지자체, 민간",419억원,"148,509,000천원",전략작물산업화,전략작물산업화,"56,361,000천원",스마트농업육성,"123,287,000천원",고품질쌀유통활성화,"18,725,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 지자체보조, 민간보조, 지방비매칭",지자체,대규모(1000억원 이상),지원/보조,일반,관민협력(2자),부분매칭,,No,,0.0,0,,0.0,0,148509000,40.0,C급_정책참고
,교통취약 농촌 지역에 마을버스택시 등을 활용한 농촌형 교통서 비스 제공 등,계속사업,N,Y,N,N,N,N,Y,지자체,290억원,"624,133,000천원",농촌형교통모델(자율),농촌형교통모델(자율),"28,991,000천원",일반농산어촌개,"624,133,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),기타,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,624133000,40.0,C급_정책참고
,전통발효식품 육성 등 식품산업 육성,계속사업,Y,Y,Y,N,N,N,Y,지자체,476억원,"971,472,000천원",유기농산업복합서비스지원단지조성(자율),유기농산업복합서비스지원단지조성(자율),"1,150,000천원",그린바이오산업인프라구축(자율),"21,509,000천원",전통발효식품육성(자율),"10,775,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 민간보조",지자체,대규모(1000억원 이상),지원/보조,일반,공공주도,부분매칭,,No,,0.0,0,,0.0,0,971472000,40.0,C급_정책참고
,노후선박을 친환경 선박으로 대체 지원,2018년-2027년,N,N,Y,N,N,N,N,민간,,"57,661,000천원",기타이자수입및재,글로벌 저탄소선박 정책 대응 지원,"39,000,000천원",연안선사 유류비,"18,661,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,민간보조,민간,대규모(1000억원 이상),지원/보조,일반,민간주도,매칭어려움,,No,,0.0,0,,0.0,0,57661000,40.0,C급_정책참고
,지역특성에 적합한 기술보급으로 농업 소득 증대 및 농촌 활력화 촉진,계속사업,N,Y,N,N,N,N,Y,지자체,607.32억원,"69,463,000천원",농업인력양성및,농업인력양성및,"3,603,000천원",지역자율),"60,732,000천원",2400 전문인력양성,"3,603,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),교육/인재양성,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,69463000,40.0,C급_정책참고
,산림생명자원의 안정적인 공급 기반 구축,계속사업,N,Y,N,N,N,N,Y,지자체,56억원,"99,567,000천원",산림생명산업(자율),산림생명산업(자율),"5,600,000천원",000 -,"269,943,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),인프라/건설,일반,공공주도,부분매칭,,No,,0.0,0,,0.0,0,99567000,40.0,C급_정책참고
,지역 특색이 담긴 정원기반 도시 조성,계속사업,Y,Y,Y,N,N,N,Y,지자체,205.29억원,"470,419,000천원",정원도시조성(자율),정원도시조성(자율),"8,747,000천원",정원 운영 및 박람회 지원(자율),"11,782,000천원",지역자율계정 세 출 합 계,"470,419,000천원",000 -,565천원,관(부문),202천원,6 예산안,202천원,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 민간보조",지자체,대규모(1000억원 이상),기타,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,470419000,40.0,C급_정책참고
,"도시숲 조성을 통해 도시열섬 완화, 미세먼지 저감 등 기후 변화 대응에 기여",계속사업,N,Y,N,N,N,N,Y,지자체,6.75억원,"881,655,000천원",도시바람길숲 조성(세종),도시바람길숲 조성(세종),"675,000천원",정원조성 및 관,"500,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),기타,일반,공공주도,부분매칭,,No,,0.0,0,,0.0,0,881655000,40.0,C급_정책참고
,다양한 분야의 전문인력 양성 및 양성된 인력의 효율적 활용 등,계속사업,N,N,Y,Y,N,N,N,"민간, 한국산업단지공단 등",,"1,001,282,000천원",한국산업기술대운영지원,한국산업기술대운영지원,"3,689,000천원",창의융합형공학인재양성지원,"10,753,000천원",산업혁신인재성장지원(R&D),"201,395,000천원",반도체인프라활용 현장인력양성사업,"4,311,000천원",시스템반도체 설계실무 인력양성사업,"2,771,000천원",대중소생산성혁,"1,996,000천원",해외인재유치사업,"3,448,000천원",반도체아카데미구축,"8,620,000천원",2. 2026년도 세입세출예산안사업별 설명서 4권.txt,민간보조,민간,대규모(1000억원 이상),교육/인재양성,일반,민간주도,매칭어려움,,No,,0.0,0,,0.0,0,1001282000,40.0,C급_정책참고
,지속가능한 뿌리산업 육성,계속사업,N,N,Y,Y,N,N,N,"민간, 한국생산기술연구원 등",,"516,239,000천원",뿌리산업경쟁력강화지원,뿌리산업경쟁력강화지원,"9,749,000천원",탄소산업진흥,"47,316,000천원",소부장공급망안정종합지원,"135,036,000천원",희소금속산업경쟁력강화지원,"1,071,000천원",뿌리산업 고도화를 위한 BIZ플랫폼 구축,"3,103,000천원",,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,출연,민간,대규모(1000억원 이상),지원/보조,일반,민간주도,매칭어려움,,No,,0.0,0,,0.0,0,516239000,40.0,C급_정책참고
,정직한 실패 기업인의 재도전을 지원하고 경영위기 기업의 위기극 복 등 지원,계속사업,Y,N,Y,Y,N,N,N,민간,,"113,615,000천원",중소기업 재기지원,중소기업 재기지원,"14,966,000천원",창업생태계기반,"113,615,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"직접수행, 민간보조, 출연",민간,대규모(1000억원 이상),지원/보조,일반,민간주도,매칭어려움,,No,,0.0,0,,0.0,0,113615000,40.0,C급_정책참고
,담보력이 취약한 중소기업에 보증 지원,계속사업,N,N,N,Y,N,N,N,신용보증기금 등,,"2,511,086,000천원",신용보증기금출연,신용보증기금출연,"80,000,000천원",기술보증기금출연,"60,000,000천원",매출채권보험계,"27,000,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,출연,기타,대규모(1000억원 이상),지원/보조,일반,공공주도,매칭어려움,,No,,0.0,0,,0.0,0,2511086000,40.0,C급_정책참고
,중소기업의 매출채권보험을 지원,계속사업,Y,N,Y,Y,N,N,N,신용보증기금,,"2,511,086,000천원",매출채권보험계정출연,매출채권보험계정출연,"27,000,000천원",중소기업경쟁력,"459,897,000천원",2100 중소기업기술개발지,"2,511,086,000천원",000 원,1천원,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"직접수행, 민간보조, 출연",기타,대규모(1000억원 이상),지원/보조,일반,공공주도,매칭어려움,,No,,0.0,0,,0.0,0,2511086000,40.0,C급_정책참고
,"지자체가 지역특성, 수요에 맞는 사회서비스를 직접 제공하여 일 자리 창출",계속사업,N,Y,N,N,N,N,Y,지자체,914억원,"2,797,883,000천원",기타경상이전수입,지역자율형 사회서비스 투자사업(자율),"213,210,000천원",사회복지전달체,"23,726,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),기타,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,2797883000,40.0,C급_정책참고
,"지자체가 지역특성, 수요에 맞는 사회서비스를 직접 제공하여 일 자리 창출",계속사업,N,Y,N,N,N,N,Y,지자체,914억원,"361,441,000천원",지역자율형 사회서비스 투자사업(자율),지역자율형 사회서비스 투자사업(자율),"213,210,000천원",사회복지전달체,"23,726,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),기타,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,361441000,40.0,C급_정책참고
,"노인적합형 일자리를 창출, 제공하여 노인의 사회활동, 건강증진 지원",계속사업,N,Y,N,N,N,N,Y,지자체,435억원,"57,365,000천원",노인일자리 및 사회활동지원(제주),노인일자리 및 사회활동지원(제주),"43,472,000천원",농어촌의료서비,"563,000천원",장(분야),090천원,000 관(부문),091천원,보건의료,"563,000천원",000 2700 공공보건의료확충,"563,000천원",,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),지원/보조,일반,공공주도,부분매칭,,No,,0.0,0,,0.0,0,57365000,40.0,C급_정책참고
,"시도 유통 식의약품 수거검사 등 이관 업무 수행을 위한 보조금( 인건비, 기본경비, 사업비)",계속사업,Y,Y,N,N,N,N,Y,지자체,0억원,"55,112,000천원",식의약품 안전 감시 및 대응(지역지원),식의약품 안전 감시 및 대응(지역지원),"3,730,000천원",집단급식소 위생,"51,382,000천원",1200 식생활영양 안전성,"51,382,000천원",000 제고,1천원,000 강화 -,360천원,관(부문),202천원,6 예산안,202천원,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"직접수행, 지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),지원/보조,일반,공공주도,부분매칭,,No,,0.0,0,,0.0,0,55112000,40.0,C급_정책참고
,장래 용수부족이 예상되는 지역 공급,계속사업,Y,N,N,N,N,N,N,"민간, 한국수자원공사",,"556,322,000천원",광역상수도 확충,광역상수도 확충,"17,757,000천원",수자원 국제협력,"1,828,000천원",광역상수도 안정화,"48,705,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,직접수행,민간,대규모(1000억원 이상),기타,지역특화,민간주도,매칭어려움,,No,,0.0,0,,0.0,0,556322000,40.0,C급_정책참고
,"직업안정기관 운영, 일자리대책지원 및 지역일자리목표공시제, 대 학일자리플러스센터 운영 등",계속사업,Y,Y,Y,Y,N,N,Y,"국가, 지자체, 한국고용정보원",1.3억원,"85,872,000천원",직업안정기관운영(일반),직업안정기관운영(일반),"59,340,000천원",일자리대책지원및지역일자리목표공시제,"3,310,000천원",청년고용지원인프라 운영,"106,820,000천원",고용노동통계조,"30,384,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,직접수행,고용노동부,대규모(1000억원 이상),지원/보조,지역특화,공공주도,매칭가능,[24]2026년도 성과계획서_고용노동부.pdf,No,,0.0,0,,0.0,0,85872000,40.0,C급_정책참고
,(예비)사회적기업에 대한 인건비 지원,계속사업,Y,Y,Y,Y,N,N,Y,지자체,107억원,"157,208,000천원",사회적기업육성(지특),사회적기업육성(지특),"32,100,000천원",지역고용촉진지,"125,108,000천원",855),2천원,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 지자체보조, 민간보조, 출연, 지방비매칭",지자체,대규모(1000억원 이상),지원/보조,일반,공공주도,부분매칭,,No,,0.0,0,,0.0,0,157208000,40.0,C급_정책참고
,"지역별 과학관 등 과학문화체험 기회 제공, 지역 과학문화 인프라 확충 등",계속사업,Y,Y,Y,N,N,N,Y,"국가, 지자체, 한국과학관협회",67.5억원,"49,579,000천원",지역과학관건립,지역과학관건립,"10,500,000천원",지역과학관활성화기반조성,"4,910,000천원",과학관건립지원,"5,498,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"지자체보조, 지방비매칭",국가기관,대규모(1000억원 이상),인프라/건설,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,49579000,39.6,C급_정책참고
,"국가도서관위원회 운영, 도서관 서비스 지원, 도서관 기반 조성 및 해외공공도서관 조성 등",계속사업,Y,Y,Y,N,N,N,Y,"국가, 지자체, 민간",6억원,"36,131,000천원",도서관 정책개발 및 서비스환경개선,도서관 정책개발 및 서비스환경개선,"12,414,000천원",해외 공공도서관 조성(ODA),"1,263,000천원",박물관 정책 활,"36,131,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 민간보조",국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,관민협력(3자),부분매칭,,No,,0.0,0,,0.0,0,36131000,39.6,C급_정책참고
,농업 경쟁력 제고 및 부가가치 향상을 위한 농업경영 기술 개발,계속사업,Y,Y,N,Y,N,N,Y,"국가, 민간",6.44억원,"17,120,000천원",농촌진흥사업정,농업빅데이터수집및생산성향상모델개발(R&D),"1,359,000천원",농촌진흥사업정,"17,120,000천원",관(부문),202천원,6 예산안,202천원,감 사 업 개 요 및 경 비 내 역 항(프로그램) 사업(단위사업),2천원,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 지자체보조, 지방비매칭",국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,관민협력(2자),부분매칭,,No,,0.0,0,,0.0,0,17120000,39.6,C급_정책참고
,"기후변화 대응 등 정책개발, 산림정책연구, 연구용역 등",계속사업,Y,Y,Y,Y,N,N,Y,"국가, 지자체, 민간",3.54억원,"24,284,000천원",산림정책개발,산림정책개발,"4,330,000천원",산림탄소관리 및 활용 기반구축,"2,137,000천원",종자 및 묘목 생 -,"37,105,000천원",산림경영계획작성,"2,661,000천원",임업인부채대책(,"1,000천원",,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,직접수행,국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,관민협력(3자),부분매칭,,No,,0.0,0,,0.0,0,24284000,39.6,C급_정책참고
,남녀고용평등 의식확산 및 여성고용안정 기반 구축,계속사업,Y,N,Y,Y,N,N,N,"국가, 민간",,"28,289,000천원",고용평등환경개선지원,고용평등환경개선지원,"2,276,000천원",장년희망찾기지,"8,417,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 출연",국가기관,대규모(1000억원 이상),인프라/건설,전국단위,관민협력(2자),부분매칭,,No,,0.0,0,,0.0,0,28289000,39.6,C급_정책참고
,"기후정보 및 기후변화에 대한 장기예측 정보 생산, 기후변화 감시, 기후 국제협력 등",계속사업,Y,N,N,Y,N,N,N,국가,,"22,211,000천원",기후예측 선진 서비스 체계 구축,기후예측 선진 서비스 체계 구축,"1,676,000천원",아태 기후정보서,"6,163,000천원",지역 기후정보 생산 및 활용,"4,712,000천원",기후과학 국제협력 역량 강화,"892,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,출연,국가기관,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,22211000,39.6,C급_정책참고
,,계속사업,N,N,N,Y,N,Y,N,한국산업기술기획평가원 등,,"1,872,944,000천원",회계기금간거래,에너지기술R&D관리기관지원(R&D),"5,275,000천원",회계기금간거래,"231,590,000천원",한국에너지기술평가원 기획평가관리비(에특)(R&D),"10,473,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,융자,산업통상자원부,대규모(1000억원 이상),기타,일반,공공주도,매칭가능,[21]2026년도 성과계획서_산업통상자원부.pdf,No,,0.0,0,,0.0,0,1872944000,39.0,C급_정책참고
,"기상산업 발전 기반 조성, 고품질 기상상담서비스를 위한 기상정 보 콜센터 운영",계속사업,Y,N,N,Y,N,N,N,"국가, 한국기상산업기술원",,"181,902,000천원",기상산업 활성화,기상산업 활성화,"14,207,000천원",기상정보 콜센터 구축 및 운영,"2,689,000천원",기후자료 관리,"5,315,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,직접수행,산업통상자원부,대규모(1000억원 이상),운영/관리,전국단위,공공주도,매칭가능,[21]2026년도 성과계획서_산업통상자원부.pdf,No,,0.0,0,,0.0,0,181902000,39.0,C급_정책참고
,노동관계 제 문제 체계적 연구 분석,계속사업,N,N,N,Y,N,N,N,한국노동연구원,,"22,919,000천원",한국농촌경제연,한국노동연구원(R&D),"21,017,000천원",한국농촌경제연,"22,919,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 1권.txt,출연,기타,대규모(1000억원 이상),R&D/연구개발,일반,공공주도,매칭어려움,,No,,0.0,0,,0.0,0,22919000,36.0,C급_정책참고
,범죄실태 원인 및 대책 분석 연구 등,계속사업,N,N,N,Y,N,N,N,한국형사법무정책연구원,,"30,282,000천원",한국환경연구원,법무정책연구원(R&D),"14,135,000천원",한국환경연구원,"30,282,000천원",000 -,154천원,관(부문),202천원,6 예산안,202천원,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 1권.txt,출연,기타,대규모(1000억원 이상),R&D/연구개발,일반,공공주도,매칭어려움,,No,,0.0,0,,0.0,0,30282000,36.0,C급_정책참고
,지방소멸 대응 관련 기반시설 등 조성,계속사업,Y,Y,N,Y,N,N,Y,지역상생발전기금조합,000억원,"11,914,000천원",지방소멸대응기금 출연금,지방소멸대응기금 출연금,"1,000,000,000천원",지역경제지원,"1,150,000,000천원",1300 지방재정경제,"1,150,000,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 지자체보조, 지방비매칭",기타,대규모(1000억원 이상),인프라/건설,지역특화,공공주도,매칭어려움,,No,,0.0,0,,0.0,0,11914000,36.0,C급_정책참고
,지역특화 레저스포츠 연계 관광상품 개발로 지역관광 활성화,계속사업,N,Y,N,N,N,N,Y,지자체,12.3억원,"10,643,000천원",레저스포츠관광활성화(자율),레저스포츠관광활성화(자율),"1,230,000천원",관광산업 활성화,"3,777,000천원",4400 관광산업 활성화,"3,777,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),R&D/연구개발,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,10643000,36.0,C급_정책참고
,"농산어촌의 기초생활여건을 전략적, 체계적으로 정비하여 지역주 민의 기본적인 삶의 질 향상",계속사업,N,Y,N,N,N,N,Y,지자체,46억원,"19,668,000천원",일반농산어촌개발(제주),일반농산어촌개발(제주),"10,698,000천원",식품산업육성(제,"709,000천원",관(부문),104천원,000 -,"709,000천원",2800 식품외식산업육성,"709,000천원",,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),R&D/연구개발,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,19668000,36.0,C급_정책참고
,지역의 에너지이용합리화를 위해 지방자치단체가 지역별 특성에 맞게 중점 추진하는 사업,계속사업,N,Y,N,N,N,N,Y,지자체,0.27억원,"10,691,000천원",지역에너지절약 시설보조(세종),지역에너지절약 시설보조(세종),"18,000천원",가스수급안정,"250,000천원",5400 에너지공급체계구축,"250,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),인프라/건설,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,10691000,36.0,C급_정책참고
,"대민정보시스템 통합운영 체계구축, 사이버안전센터운영, 행정정보 시스템구축 지원",계속사업,Y,N,N,Y,N,N,N,"국가, 중소기업기술정보진흥원 등",,"13,944,000천원",기본경비,중소벤처행정정보화(정보화),"13,944,000천원",행정효율성증진,"4,182,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"직접수행, 출연",중소벤처기업부,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,매칭가능,[28]2026년도 성과계획서_중소벤처기업부.pdf,No,,0.0,0,,0.0,0,13944000,36.0,C급_정책참고
,미세먼지 주요 배출원(사업장불법소각건설공사장 등)에 대한 지자 체 감시공백 해소를 위해 지역주민을 채용하여 민간점검단 운영,계속사업,N,Y,N,N,N,N,Y,지자체,1.2억원,"19,241,000천원",미세먼지 불법배출 예방감시 지원(제주),미세먼지 불법배출 예방감시 지원(제주),"124,000천원",환경피해 사후관,"1,910,000천원",2200 환경보건관리,"1,910,000천원",000 리 -,81천원,관(부문),202천원,6 예산안,202천원,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),인프라/건설,지역특화,관민협력(2자),부분매칭,,No,,0.0,0,,0.0,0,19241000,36.0,C급_정책참고
,제주지역 국제자유도시 건설을 위한 기반 교통시설 확충,계속사업,N,Y,N,N,N,N,N,지자체 6. 지방비매칭  0억원,0억원,"35,508,000천원",제주 구국도 건설지원,제주 구국도 건설지원,"4,900,000천원",제주 구국도 유,"35,508,000천원",중산간도로(와산-선흘)선형개량사업,"174,000천원",광령-도평우회도로건설,"15,883,000천원",중산간도로(봉개동-와산리),"2,000,000천원",중산간도로(귀덕리-상가리),"1,300,000천원",제주일주도로우회도로(서귀포여중-삼성여고),"500,000천원",,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,지자체보조,지자체,대규모(1000억원 이상),인프라/건설,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,35508000,36.0,C급_정책참고
,지역 문화예술 활동의 근간이 되는 각종 문화정보들을 제공하는 지역문화통합정보시스템 운영,계속사업,Y,N,Y,N,N,N,N,"국가, 민간",,"51,227,000천원",청와대 복합문화예술공간 조성,"박물관·미술관 진흥지원 20,121,000 2. 청와대 복합문화예술공간 조성 16,010,000 3. 지역문화 진흥 1,316,000 1,662,000 △","346,000천원",청와대 복합문화예술공간 조성,"16,010,000천원",지역문화 진흥,"1,316,000천원",미술관 진흥지원,"20,121,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,민간보조,국가기관,대규모(1000억원 이상),운영/관리,지역특화,관민협력(2자),부분매칭,,No,,0.0,0,,0.0,0,51227000,35.2,C급_정책참고
,"목재산업육성, 목재이용증진, 청정임산물이용증진, 임산물생산기 반조성 지원",계속사업,Y,Y,Y,Y,N,N,Y,"국가, 지자체, 민간",556억원,"74,161,000천원",청정임산물이용증진,청정임산물이용증진,"12,717,000천원",임산물생산기반조성,"46,369,000천원",목재산업육성,"14,773,000천원",임업정책자금 지,"74,161,000천원",목재이용증진,"6,057,000천원",목재제품 품질관리,"1,136,000천원",임산물 스마트팜 실증단지,"250,000천원",,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 지자체보조, 민간보조",국가기관,대규모(1000억원 이상),지원/보조,전국단위,관민협력(3자),부분매칭,,No,,0.0,0,,0.0,0,74161000,35.2,C급_정책참고
